,trait_1,trait_2,trait_3
snp25144,-0.0497808381924194,0.000439414156148147,0
snp03991,-0.0212247951663664,0.00201671332093994,0
snp30952,0.00180317786357859,-0.00129413661930958,0
snp31170,-0.00969233355894404,-0.00497829352094096,0
snp23103,0.0218321119479086,-0.00201538269209641,0
snp05741,0.00522939678916812,-0.000640223324353899,0
snp20391,0.0205918518126266,0.00111724305515931,0
snp17833,0.00550137777238261,0.00221727277972622,0
snp04774,-0.0126080731264767,-0.000642202330747973,0
snp05613,0.0134564198525414,0.00240440582080935,0
snp22906,0.025766922941337,-0.00126428558834516,0
snp05574,0.0398693063790203,-0.00215544680681517,0
snp09038,0.0212492619170582,-0.00708413766377127,0
snp33461,-0.00744219349137548,0.00358602016177136,0
snp03949,0.0144490254928001,-0.00201129884340056,0
snp04615,-0.0124362245429868,0.000328482065796936,0
snp11356,-0.00925438098167808,-0.0012531913141033,0
snp32630,0.00302161336974735,-0.00211975608885586,0
snp12928,-0.0152171640794237,0.00358537281526317,0
snp01780,0.00411542063792987,0.000272574305003028,0
snp13230,0.00859769375686432,0.0000854056452311127,0
snp01452,0.00587030093340103,-0.00218102613149864,0
snp02600,0.0162963553431014,0.00160284441752314,0
snp08890,0.00474711304779185,-0.000810278433330232,0
snp03696,0.0358993727634365,-0.00385435528375657,0
snp02101,0.0205189591414076,-0.00481047155429122,0
snp13295,0.0047173611661385,-0.00153117533710715,0
snp03176,0.000667596287775922,0.000484627094178773,0
snp02997,0.0146394619226424,-0.00186124539961338,0
snp27472,-0.00557374437182794,-0.00202797164650502,0
snp06471,-0.00641154637027756,0.00444316501173722,0
snp23125,-0.00301821851868616,0.0013419164476348,0
snp29676,0.00159860519643195,0.00164170553414501,0
snp14992,-0.0211074721738903,0.00390065973229791,0
snp15340,0.004676405496462,0.00209768691520322,0
snp32056,-0.00765520572297425,-0.00223475283380332,0
snp21747,0.0074706235719308,-0.0013173476733974,0
snp12892,0.0366291152075552,0.000439787279254685,0
snp13312,0.0115217379711209,-0.000735644952644784,0
snp03455,-0.0114413841763359,-0.000811975222930603,0
snp07958,0.014656863820682,-0.00367576810880039,0
snp00857,0.0151443041973709,-0.000830966775868012,0
snp07552,-0.023994651371527,0.00178416932801083,0
snp14149,0.0272181621004395,-0.0019167788835524,0
snp24251,0.00867708382255218,0.00472621765083301,0
snp20239,0.00827971421592921,-0.00156368506550552,0
snp30763,0.0101560110619927,0.00282271644909574,0
snp02151,0.00781227146908399,0.000259091405396688,0
snp04914,0.0157885398990408,0.00103377313368105,0
snp08767,-0.0215165882477898,-0.00108244084162713,0
snp07102,0.00413359266099378,0.00489502209505703,0
snp08347,-0.0404430622800308,-0.00076420469782452,0
snp03023,0.0332779077325095,-0.0038160946906064,0
snp28658,0.00783323918325307,-0.00238664628084648,0
snp22261,0.0186939931333376,-0.00143801500862668,0
snp08497,0.0179605501652926,0.00398340310042764,0
snp17103,0.00648261035711315,-0.000678973463245715,0
snp29583,0.00319439797468621,-0.00208594618105309,0
snp25819,0.00337955587755546,0.00136045914900318,0
snp29561,0.00391196235335419,-0.00319192643752128,0
snp26921,-0.010151024250841,0.00473439068843853,0
snp00084,-0.0043455539634626,0.000524697683977767,0
snp34107,-0.015579418419293,0.00324615325238509,0
snp12476,-0.0129055390836851,-0.00269020736227854,0
snp29483,0.0138850647831241,-0.00119197125271679,0
snp15106,0.0160904550009261,-0.00107906707762354,0
snp23292,0.00779185567379326,0.0033675942438601,0
snp00590,-0.0490855102023362,-0.00456662623159866,0
snp08304,-0.0055061465850692,0.00188316463011446,0
snp10657,0.0214468047126967,0.00363008517499636,0
snp10220,0.0159953194148542,0.00025476301404268,0
snp31643,0.0321065608644313,-0.000913237799600302,0
snp00383,-0.00719750504757134,0.000269577499765053,0
snp24580,0.00651557269266023,-0.00245510849386985,0
snp02187,0.00590370826366671,0.0015111373048007,0
snp14083,-0.0126524730096908,-0.0010321895183036,0
snp06501,-0.00569400693446481,0.0032257232357325,0
snp17541,0.0190581740894688,-0.0026886911578546,0
snp04136,-0.0116834760585657,0.00221133287553951,0
snp21119,-0.00180849412610105,0.00116636321362401,0
snp10926,0.00210080119165689,0.00128380111004779,0
snp12459,-0.0113871195013108,-0.000663479876642258,0
snp24525,0.000253137616452009,-0.00250736376717021,0
snp27880,-0.00429142758702686,-0.00155123344829719,0
snp32728,0.00545702390875457,-0.00121607741609439,0
snp21692,-0.0250887026914407,-0.000737235339274397,0
snp25109,-0.0122879792410421,0.00125957864874838,0
snp01744,0.00379376648161263,0.0023691556607966,0
snp31009,0.00419253957326142,-0.00272165219883941,0
snp29354,0.00517260399792972,-0.00605524023455231,0
snp23181,0.00719943631155174,-0.000243917277894888,0
snp03114,0.00767505949021104,-0.00306146080587358,0
snp30527,0.0422272952490351,-0.000519912462981522,0
snp31710,-0.0118524921454466,0.00230971025020249,0
snp20724,-0.0183424264488811,0.000123536533780857,0
snp04450,0.0120509784018854,0.000264550443615252,0
snp18756,0.0429152012817726,0.00316075297332867,0
snp18767,0.0651397667150543,0.00383237304590201,0
snp33425,0.0502203848804868,0.00048034074627859,0
snp25274,0.00464656595423082,-0.00469776660216367,0
snp10439,-0.00303248406231526,-0.000396776768938156,0
snp13476,-0.0211640101059562,0.00249616970987326,0
snp30800,-0.023006983014551,-0.00406157766222451,0
snp27820,-0.0131804762375608,0.00218398418263058,0
snp19810,-0.0028846142638588,-0.00162071852219335,0
snp34114,-0.0287427275636977,0.000344032352570099,0
snp32942,-0.0163681912307852,-0.0006588323764889,0
snp02954,0.00238209805995709,0.000743663642450471,0
snp11050,-0.000939286692171169,-0.00148091526078115,0
snp30999,0.0063959165663452,-0.0020731174303219,0
snp06633,0.0000435640194206793,0.00305205168206137,0
snp04537,0.0170627540255414,0.00147422540502642,0
snp18587,0.00897118750197927,0.000970785672497668,0
snp13833,-0.0067908333333778,-0.00238719255655016,0
snp07279,-0.00740655251577554,0.000293730695707417,0
snp12003,-0.00589917742485716,-0.0020261782541451,0
snp05276,0.0019101662718169,-0.00374748290619781,0
snp22596,0.0104200508287138,0.000233062988332452,0
snp10068,0.0228105770322864,-0.0018928309841712,0
snp04602,0.0246485630178925,0.000548390303856738,0
snp10053,0.0109328914949185,0.00210754698183015,0
snp12478,-0.0118083914741122,-0.0023705741981961,0
snp29503,-0.00895512089964608,0.000122361852934078,0
snp30284,0.039553152629446,-0.00359338462762234,0
snp15619,-0.0406199309748338,0.000894494098671583,0
snp28673,0.00842836266741381,-0.00234360013387005,0
snp09195,0.0112053429123271,-0.00274225875468693,0
snp28636,0.0109144276054839,-0.000208927666951707,0
snp18915,-0.011609031955332,0.00235687841616382,0
snp32886,0.00616149364540037,-0.000174263630745862,0
snp32333,-0.0291115814202134,-0.000434223287386282,0
snp04418,0.0115894762152161,-0.00066082527181248,0
snp31399,0.00156369046862736,-0.000298457509299949,0
snp03556,-0.0132160719715922,0.00514610731685785,0
snp30645,-0.000801117060691268,-0.000794729644148185,0
snp25994,-0.0133973845062088,-0.00450196516449829,0
snp33343,0.00791150466318762,-0.00349131592402106,0
snp08274,-0.00254417563102928,-0.000628123405105679,0
snp31811,0.0201489080094146,0.00429966437572011,0
snp25069,-0.0309453106721455,-0.00266578854433507,0
snp31406,0.0065270987089776,0.0000843968927564838,0
snp15030,-0.0200536375496874,0.00656145661352812,0
snp31697,0.00593931983944956,-0.00206473167444882,0
snp26678,-0.0267403288022884,-0.00432020288313504,0
snp09582,0.0470828840106057,0.00424623665472553,0
snp26220,0.00342116714576419,0.000465159068855747,0
snp05807,-0.0352266987937725,0.0000109086149289186,0
snp31365,-0.00458177626951801,0.00118378150068164,0
snp16292,0.0158501267162086,-0.000364507287630725,0
snp34470,-0.0238377593217534,-0.00326297590530497,0
snp15787,-0.00976851371609661,0.00385226451945199,0
snp21813,-0.00147260274121481,-0.00258550543385186,0
snp32671,0.0176743219583794,0.000674947515490079,0
snp08596,-0.0220598085816062,-0.00193918972969637,0
snp22176,0.0357339927046861,0.00127816777687447,0
snp13725,0.06437546718058,-0.00258383987700802,0
snp23798,-0.0172650672060058,0.00402593538124402,0
snp03611,0.0223852711184433,0.000021643139136092,0
snp07451,0.0436377421702273,0.00467167076913682,0
snp06817,0.00209758688144894,-0.00514566066658598,0
snp29381,-0.00696626699300061,0.00515611041325036,0
snp04653,-0.0026120795858285,0.00137033405836391,0
snp24565,-0.0123393953887912,-0.000736888841932672,0
snp33977,-0.034179422482794,0.000573815125875076,0
snp19170,0.0042260066660666,-0.00266923618199868,0
snp23117,-0.000668168032594936,0.00187488682939606,0
snp10555,0.0293517350414846,-0.00106557168278009,0
snp24680,-0.00246597236115581,-0.000430844304327551,0
snp30507,-0.00183048083454565,0.000956507315002809,0
snp07980,0.00122867183509586,0.00169811006993489,0
snp26462,-0.00915135788059712,-0.0035116493637546,0
snp13788,-0.020348245969156,0.00129441458680869,0
snp04718,-0.00348475851960609,-0.000590691783834272,0
snp24733,0.00477115078970952,-0.00600268320962194,0
snp20408,0.017965342507489,-0.000735519758907933,0
snp13742,0.0809424973771846,-0.00463846755896099,0
snp31467,-0.0118276237843644,-0.00165349533408526,0
snp11960,0.0113227522731522,-0.00112732657777761,0
snp31798,-0.0201365702756083,-0.00335790143691093,0
snp15930,0.0100303284967695,-0.00247522851497672,0
snp03802,-0.0173761529062209,-0.000588663917969443,0
snp03283,-0.0206562504790229,-0.000451423090951651,0
snp18360,0.00491818117056493,-0.00162778653737052,0
snp11446,0.00853839952197598,-0.00333728116120563,0
snp31433,0.00938484762280955,0.000560158273091736,0
snp14939,-0.00593566713538523,0.000384450900051295,0
snp20231,-0.0136910595788385,0.00319732369234555,0
snp03572,-0.00978534720142371,0.00524012420348754,0
snp01195,-0.0110517177843085,0.0007075793313891,0
snp31863,0.0166024954634194,-0.00181728510028703,0
snp20534,0.00735648294744792,-0.000772301279746935,0
snp25751,-0.00957183965311294,0.00279976883518405,0
snp01401,0.022410079429982,0.0014932426784173,0
snp07051,0.00514037133391502,0.00146587917619541,0
snp10113,-0.00187893900895858,0.000751933642169028,0
snp20484,0.019222745496465,0.00108903107536192,0
snp01863,-0.0193421638028144,-0.000307217389856355,0
snp02131,0.0114284909214462,-0.00476193459327268,0
snp05159,0.0253585095539276,0.00264442668005091,0
snp13316,-0.0158952966208891,0.000391876955357533,0
snp20225,-0.00617356925106094,0.00420888166796927,0
snp31402,0.00186877950410177,0.000958925644833628,0
snp33626,0.0125553284107822,-0.000889285164259598,0
snp20174,-0.0166955217143218,0.00396315830761789,0
snp03348,0.00409844292058889,0.00109540486359697,0
snp12491,0.0118083914741122,0.0023705741981961,0
snp20300,-0.00294948321141963,0.004695687545818,0
snp17760,0.0028127810823218,0.00275336224211028,0
snp11977,-0.00351651032912892,0.000558226287739907,0
snp31591,-0.0266251597655576,-0.00236391861160957,0
snp20429,0.0209020444526033,-0.00316582788350196,0
snp23111,-0.00813931618042995,0.00146499170389895,0
snp14807,0.00949281226066063,0.0011542046795949,0
snp21437,0.0274637279561886,0.00245379596271944,0
snp16320,0.0074234549125713,0.0012261879239715,0
snp21111,0.0095949439269031,0.00282398368739827,0
snp22440,0.0134380067928247,0.000268390359900821,0
snp30752,-0.0125910931218226,-0.00238052924925636,0
snp28842,0.0151748678759474,0.000759828248023192,0
snp15375,-0.00685331189881542,-0.00121778326532307,0
snp23980,0.0225508677031698,-0.00148609322228896,0
snp14635,-0.0219728612781176,0.00076068771604888,0
snp09636,0.0195862588461127,0.00133517352022111,0
snp34347,0.0425047001612913,0.000741038413791739,0
snp04831,-0.0110629343112369,0.00203884939944751,0
snp33072,-0.0311619581624217,0.000356223647971104,0
snp04277,-0.0260183554192755,-0.0000755490009079,0
snp18100,-0.0258842673166698,-0.00148507889106727,0
snp02629,0.00727535651987572,0.00301251965147172,0
snp11679,-0.0132628521414112,0.00189197805783276,0
snp12493,0.0121196031867514,0.00127591410481079,0
snp11579,0.00440022437375512,-0.000401051609589123,0
snp12585,0.0131611865674174,-0.0013639202992689,0
snp03845,0.00686539175860352,-0.000367015173798878,0
snp03485,0.0066358364443048,-0.00338250361883324,0
snp05735,-0.00522939678916812,0.000640223324353899,0
snp08403,-0.0176385174461374,0.00288687018552891,0
snp02577,0.0207267905743086,0.000175423077284169,0
snp21684,0.0113092873302252,-0.00166198076091922,0
snp06036,0.0149486019658397,-0.000603138642437136,0
snp03966,-0.0221063509918208,0.00208518266027073,0
snp28464,-0.0259222416820457,0.00282573232219159,0
snp32993,-0.00669394252014148,-0.000784695160406231,0
snp14249,-0.00577260615415598,0.00110061621600002,0
snp28301,0.0222470561411282,-0.00478379348069604,0
snp34134,-0.0166797562872802,0.00536817764499973,0
snp17479,0.00854847569692202,-0.00368690047877465,0
snp18359,-0.00516225295713004,0.00162981115504044,0
snp22813,-0.0286132515061701,0.00119215359786669,0
snp24785,0.00202054277347161,-0.00031565627568685,0
snp24282,-0.00937501159952597,0.0013597327897472,0
snp03439,-0.0114413841763359,-0.000811975222930603,0
snp06864,-0.00506911789387583,0.000440931234235609,0
snp04004,-0.012389442323504,-0.0040238527233351,0
snp28114,0.000963410676862734,0.00149257777104826,0
snp26963,-0.0219501469934448,0.00166908031715619,0
snp09763,-0.00379151672059825,0.000343463300721228,0
snp13458,0.0034779164631258,-0.00438295607395367,0
snp12045,-0.00715108101374489,0.000503477644777837,0
snp31504,0.00290271914437111,0.0000563427958715087,0
snp11302,-0.00132510915537393,-0.00436663198179317,0
snp24895,0.00275809086137047,0.0033643353937901,0
snp14180,0.0127702256741533,0.00260656070379026,0
snp13030,-0.0173872796277446,0.00298320105873442,0
snp09307,0.00501492353015163,0.0024112328907414,0
snp25771,0.0175627322806834,0.00253348077723613,0
snp01523,0.00864266315880596,0.00398050727442959,0
snp13296,-0.0047173611661385,0.00153117533710715,0
snp30364,0.00644602744852331,-0.00198148057240475,0
snp33443,0.000940696618448603,-0.00401779444671805,0
snp31096,-0.0121907128767483,0.00128342174346053,0
snp04494,-0.0125299925281166,0.00413277690231186,0
snp23773,-0.0306882441032766,0.00354612831450255,0
snp18593,-0.00544808939856147,-0.000318213520136903,0
snp17221,-0.00874098021581454,-0.00152959288657902,0
snp09679,0.00283535478513732,0.000413400037573761,0
snp06543,-0.0303962361641092,0.0024882172217632,0
snp33825,-0.0165985985439126,-0.00070762592042181,0
snp11995,0.00589917742485716,0.0020261782541451,0
snp23460,0.00945869173366022,-0.000289662581679592,0
snp21035,-0.0192566855972093,0.00185973231834548,0
snp20569,0.0121220798523932,-0.00129227144837823,0
snp13304,-0.0198429031869796,-0.00126115708951906,0
snp30509,0.00183048083454565,-0.000956507315002809,0
snp03225,0.00514521865793501,-0.00314956423084958,0
snp12408,-0.0205879382761157,-0.00217077170740562,0
snp08574,0.0370759619019726,0.00247663496904379,0
snp29573,-0.00195247654569227,0.00209030084464337,0
snp29799,-0.0141983221304023,-0.00147677978181116,0
snp04071,-0.00206924941726976,-0.00223707972739088,0
snp22475,-0.0290453429639242,0.0000342372785556376,0
snp22044,0.0025816466648115,-0.0017035802275519,0
snp20519,0.00735648294744792,-0.000772301279746935,0
snp09590,0.0353692751310116,0.00277696196168902,0
snp26243,0.0111463386827569,-0.000693617830179007,0
snp07674,-0.0072999440091729,0.00153429799175507,0
snp30787,0.0117760994462606,0.0034823141986147,0
snp22085,-0.0108574281704236,-0.0017029717339047,0
snp24611,-0.01995960545688,-0.000417551786589785,0
snp16299,0.00836517291874767,0.000328721907224431,0
snp22733,0.021672091969372,-0.00136782829253297,0
snp01071,0.000212450631433117,0.00186753743949638,0
snp29500,-0.00887851988627728,0.00100178968017016,0
snp08131,0.0342968331291686,-0.00101474957429179,0
snp31922,0.00221275263276973,-0.00308303290170247,0
snp02056,-0.0237686365216492,0.00378081299034726,0
snp26922,-0.00467462809936809,-0.00444835183576333,0
snp31155,-0.0247038884324793,0.0026626659000648,0
snp19412,-0.0716227502280942,-0.00663614947233941,0
snp13373,0.00653382405974798,0.00143164854311962,0
snp14907,-0.0069743530783602,-0.000777275295672802,0
snp31158,0.0247038884324793,-0.0026626659000648,0
snp01866,0.0246940103687518,0.00370390253031369,0
snp34218,-0.0313359585211454,0.00829821643994514,0
snp18401,0.00220451154181966,0.00317215310628998,0
snp14570,0.0215443591349404,-0.00324964147967543,0
snp05751,0.0145527465318187,-0.00210469489494531,0
snp33955,-0.0337649635831693,-0.000501553579639288,0
snp15219,0.0075989229317454,-0.000515120121091684,0
snp21718,0.0164663350595273,-0.000277576837524181,0
snp15621,-0.0388191469637761,0.00151888606874568,0
snp08995,0.00758493388375791,-0.00309390477077417,0
snp04905,0.0136256676796818,0.0015946261290439,0
snp23230,0.0120460936835474,-0.00123077476473148,0
snp01901,-0.00456350822144214,-0.00461025902849805,0
snp11915,-0.0167380511302285,0.00162212451766743,0
snp17363,0.0242395580348498,-0.000246153625776145,0
snp05072,-0.00352761931025668,-0.000211876502042899,0
snp01054,-0.0286392317961055,-0.00217521259888318,0
snp21593,-0.032692529370689,0.00104094407153132,0
snp24343,0.00702975872122738,-0.000173784249265847,0
snp03451,-0.0114413841763359,-0.000811975222930603,0
snp01103,0.0058630014302589,-0.000245165437018274,0
snp02274,0.010101231312244,0.00149377931244459,0
snp08673,-0.00115488815524867,0.00174692586605263,0
snp03093,0.00767020005600673,0.000493456741461588,0
snp10165,-0.0126220374944616,0.0037591699769265,0
snp02849,-0.0102725800414446,0.000285955973461261,0
snp11291,0.00539499800258663,0.00480017504613508,0
snp07390,-0.0257376467298649,0.00454475033319415,0
snp31534,0.00633428432188744,0.00125518820167251,0
snp00070,-0.00179082608429415,0.00265324572195281,0
snp31343,-0.0160698492947182,-0.00238420455924,0
snp29845,0.0184290068834255,-0.00205335255305876,0
snp25703,0.0035535035857762,0.00518666560796397,0
snp02575,-0.0191465882996736,0.000629682147014909,0
snp15316,0.0117723581302419,-0.00208813338061032,0
snp09951,0.0193647786287095,0.000910393721902085,0
snp01981,0.0109591473903821,0.00300303489763173,0
snp27013,0.0206486233190001,-0.000993432004288028,0
snp26224,-0.00596882419521829,-0.000590597897228999,0
snp25923,-0.00324257805400833,-0.00132264879091307,0
snp15130,0.00949038718089935,0.000517230005424337,0
snp21242,-0.00787843455431366,0.00177607961995655,0
snp22225,-0.00950371037209219,0.0028472384620938,0
snp03429,-0.0149285043089316,-0.00117309190967463,0
snp13818,-0.0205639415379842,0.000841108615659838,0
snp26324,-0.00147927992314134,0.00103564660446509,0
snp04412,0.00081726413616331,-0.000330825973880872,0
snp31112,0.0126017045190328,-0.00200373931138515,0
snp30445,0.034998452963391,0.000478756778427496,0
snp26946,-0.0173214661957787,0.00141352069376892,0
snp29280,-0.0193540660263304,0.00296697062617318,0
snp33966,-0.00382893766016448,-0.000638266300225391,0
snp11978,0.00351651032912892,-0.000558226287739907,0
snp15814,-0.000542220104495281,0.00289295237395792,0
snp12695,0.00982826932996139,0.000131951226734896,0
snp27073,-0.020848430771353,-0.00164628272668131,0
snp08576,0.0370759619019726,0.00247663496904379,0
snp20795,0.0193991747566804,-0.00202729412898792,0
snp16128,0.00405058003273383,0.00278092135548258,0
snp15903,0.0119826956150733,-0.00259974134179139,0
snp13075,-0.000692106772141736,-0.00289145403174309,0
snp33590,0.0275282657747325,-0.00147848606217337,0
snp21325,0.0267538570402199,0.00719576941614171,0
snp17610,0.0180432036713029,-0.00234991474305708,0
snp10844,-0.00992000240815444,-0.00109690727647339,0
snp10571,-0.0201772155240151,0.00274660457015235,0
snp17805,0.00731284590566828,-0.00061032108993263,0
snp20086,-0.00102799068438945,0.00390603124666555,0
snp16618,0.00179985565819642,0.000639755528528208,0
snp01957,-0.00245433617432776,0.00169047736318866,0
snp28659,-0.00639602239482018,0.00244989865574123,0
snp19494,0.0082708963850662,-0.00569665638338072,0
snp33108,0.0334683824502481,-0.00124140775082437,0
snp23410,0.0112170349619489,0.0027690234082264,0
snp18469,0.000635901067041463,-0.00231209230681267,0
snp31840,-0.0224390785116076,0.00204788667155252,0
snp09534,-0.0169914410412506,0.000955015142424347,0
snp11313,-0.0118172077799306,-0.00239231462134074,0
snp33560,-0.017198143825179,-0.000689678467845561,0
snp31537,0.0106506177205597,0.00139684023147457,0
snp20357,0.0115374744712187,-0.0015322065782922,0
snp17088,-0.0230332925939944,-0.00113597488354544,0
snp20942,-0.0173266700393955,0.0032995372550865,0
snp10462,0.0136494371524801,-0.00337142686126978,0
snp04530,-0.0170627540255414,-0.00147422540502642,0
snp10379,0.0266264215061318,0.000120999258620146,0
snp02401,0.00510913234110281,-0.000694734627874941,0
snp12608,-0.00467047796946672,0.000749544480702496,0
snp14152,-0.0272181621004395,0.0019167788835524,0
snp26476,-0.00406652091445753,-0.000881118155519136,0
snp25622,0.00315149713237589,-0.00571461674466578,0
snp11333,0.0136510123030026,0.0019436197704826,0
snp21494,0.0184921345227583,-0.00330880472180863,0
snp28351,-0.0210381569533185,-0.000928339302938173,0
snp13167,0.00987305196831099,-0.000875388614762075,0
snp33011,0.0232260382606173,-0.00389314896091129,0
snp07136,0.0156239633958857,0.00471299294835282,0
snp28661,-0.0115172675032511,0.000656294576878409,0
snp11408,0.00702903611642357,-0.00265508626853775,0
snp23635,0.000345225460465316,0.00108516280722312,0
snp28034,0.0345664219011751,-0.00531693553503232,0
snp12602,0.0124162321257754,-0.000421125799397052,0
snp28499,-0.00457921612556917,0.00122775332007189,0
snp07238,-0.00375706322421041,0.000436484492806522,0
snp24752,0.00778051038324958,-0.00535162304905797,0
snp14092,-0.0135286587480065,-0.00325548503234492,0
snp08838,-0.00112559678189134,-0.000146347400452838,0
snp30993,-0.0063959165663452,0.0020731174303219,0
snp02107,0.017217498433449,-0.00501101317863759,0
snp01982,0.00244956598931528,-0.00128634948942046,0
snp10370,-0.0294212335884312,0.000138380125660197,0
snp21249,-0.0264066754503382,0.00590497201121807,0
snp30457,-0.0424482347299292,-0.000557315695051228,0
snp07377,-0.00341823688631529,0.000325908952709027,0
snp21994,-0.0146346623626126,0.00293857692376437,0
snp25130,-0.0462642254445266,0.00207357123433338,0
snp18768,-0.0651397667150543,-0.00383237304590201,0
snp19387,0.0150837505948433,0.000848747231116064,0
snp22347,-0.00591573187939781,-0.0021544469422778,0
snp23129,0.00301821851868616,-0.0013419164476348,0
snp00591,-0.0226358996104047,0.000239045332948629,0
snp31147,-0.0186427413016346,0.00337045157220033,0
snp30111,0.0324757961302379,-0.00188685101412978,0
snp14916,-0.00711022494510913,-0.00150156996731482,0
snp22873,0.00329987627632358,0.00000103027644327922,0
snp30074,-0.0208632260501917,0.000842066943858932,0
snp12657,-0.00714170415340697,-0.00395407375199218,0
snp30454,0.00931309523294848,0.00104464128041861,0
snp30103,0.0210132324682415,-0.00265878876044853,0
snp19437,-0.0195966168583625,-0.000406538880579926,0
snp30745,-0.00871387438372405,-0.00210101882033814,0
snp07665,0.0211674418974592,0.000405161994065972,0
snp01748,0.00639517933402425,0.00489304476193189,0
snp31961,-0.00226802024402364,-0.0018036935761589,0
snp29428,-0.00978643405984217,0.00427089342488446,0
snp31818,0.00487594775373189,-0.00216436209111403,0
snp11398,-0.00821375177653203,0.00239203549665928,0
snp16857,0.0182085626590959,-0.000684138116332847,0
snp25333,0.00530755934311676,-0.000389813426086058,0
snp24950,-0.0209823129649473,-0.00163828461428504,0
snp15862,-0.00263462975401404,-0.000244626601079169,0
snp07933,0.00800473564064514,0.0027710146855717,0
snp27916,0.00359319698291056,0.00282681427660064,0
snp13611,-0.0216033682089959,0.00227600327456293,0
snp12580,0.00150491882977029,0.00247996661134236,0
snp00205,0.0164433372501481,-0.000592167139623089,0
snp14788,-0.0160930290705783,-0.000685991719729588,0
snp24505,-0.0402161163271218,0.000184106433911785,0
snp10461,-0.0136494371524801,0.00337142686126978,0
snp23493,0.00511333413206425,-0.00125284370379243,0
snp26165,0.0022214443768694,0.00182455813065285,0
snp32987,-0.0159080524383336,0.00147877536929038,0
snp08376,0.0497952118102144,0.000208047523085969,0
snp28368,0.0182219115194811,0.00109408543858987,0
snp30095,-0.0210132324682415,0.00265878876044853,0
snp30524,-0.00370927373702824,0.00083836233294931,0
snp29484,-0.0469169113903516,0.00306633335800048,0
snp09241,0.0128966982343867,-0.000191892733559733,0
snp05522,-0.000747225597617042,-0.00431815433571455,0
snp01843,-0.015143221677776,0.00115578513333834,0
snp10369,0.0294212335884312,-0.000138380125660197,0
snp22776,-0.0134273671366189,-0.00183186656815167,0
snp19217,-0.0141180201486258,-0.000530766252803251,0
snp24740,-0.00684253068526403,0.006031313327819,0
snp33754,-0.00430108692875442,-0.0023776683418376,0
snp22941,0.00259952254057776,0.00376703282699871,0
snp30793,-0.0136340038721214,-0.000596471400856767,0
snp31419,0.0166466477594851,0.000560895707896404,0
snp21846,0.0135019755368779,0.00481820143567396,0
snp28426,-0.0342228579837908,-0.000148647622052926,0
snp20541,0.00735648294744792,-0.000772301279746935,0
snp01517,0.00340577733985959,0.00437836041475278,0
snp30861,0.0107415728453733,0.00485830410914103,0
snp21666,-0.0282604740223882,-0.000793544183063034,0
snp34221,-0.00120324568793271,0.00622783736916055,0
snp31305,-0.00877959467750129,-0.00303487763858436,0
snp04242,-0.0179753322962098,-0.00342684114808988,0
snp29002,0.0201923686996416,-0.0021744787556335,0
snp31268,0.0134899627998436,0.00163224059018046,0
snp30644,0.000801117060691268,0.000794729644148185,0
snp26046,-0.0344523923259835,-0.00188061726086335,0
snp15663,-0.026129148245005,0.00548449066853046,0
snp23485,0.0194301119244892,0.00197181407872818,0
snp11005,-0.00549689590315289,0.00089113403283328,0
snp17132,-0.0363079196062528,-0.00444500853308361,0
snp16030,0.00545385279168674,-0.000978748752331497,0
snp11788,-0.0189380996821635,-0.00413319615963643,0
snp31355,0.0112676709411525,-0.00114562913079895,0
snp25087,0.00430662542855883,-0.00258297574914743,0
snp08748,-0.00231066006835875,-0.000404236382396181,0
snp24678,0.00246597236115581,0.000430844304327551,0
snp10332,0.0535741551154322,-0.00319293238335028,0
snp16883,-0.0123892616707094,0.000978935631142438,0
snp31375,0.000392422495752477,-0.00074526519484022,0
snp15124,0.0151714573554245,-0.000316177761368626,0
snp01611,0.00241360258937813,0.00436898379836871,0
snp14053,-0.012412606704348,-0.00226005133779038,0
snp27837,-0.0138676210121161,0.00226045655170469,0
snp17495,0.015961846161695,-0.00444602847216916,0
snp31051,-0.00680219178973963,-0.00143167883120643,0
snp04968,0.0251973019058204,0.000793002212701425,0
snp30370,-0.0127967074473486,0.000145617317874963,0
snp18601,0.00613363023526887,-0.0012682090356301,0
snp26732,0.00012791809915975,0.00421472353583671,0
snp05002,-0.0233965287952955,-0.00389309495868233,0
snp28511,0.00814219565395473,-0.00152142840746456,0
snp22553,0.0102245782123429,-0.00129593242773128,0
snp21450,-0.0253158559400074,-0.00203883343627659,0
snp25454,0.012386585474188,0.00430059845806401,0
snp26955,0.0173214661957787,-0.00141352069376892,0
snp33998,0.00199856804888807,0.000298132206810347,0
snp13185,0.00263284498521246,-0.000825835293546618,0
snp17873,-0.000573385172672667,-0.000649947291287219,0
snp12265,-0.0115945497158316,-0.000837237523668746,0
snp08923,0.0283818606159228,0.00470786449466882,0
snp27985,0.0346092547032382,-0.00212426914262136,0
snp10261,0.0118407601972362,-0.00347160274806508,0
snp31742,0.00415640072434097,-0.00287570708538194,0
snp18591,-0.00664812575625276,-0.000898272477653346,0
snp25608,-0.0232734429011825,0.000950218143220017,0
snp06691,0.0172033519719389,0.00363432494227414,0
snp32730,0.00986559942241568,-0.00349399914069285,0
snp23563,-0.0104712955416174,-0.0034594354837403,0
snp18122,-0.0205195373297945,-0.00219470603126322,0
snp29294,-0.01204643606384,-0.00433190792534269,0
snp08984,0.00654407187152342,-0.00417901378027887,0
snp13188,0.00379692392923567,-0.000684732762474958,0
